index	seqnames	start	end	value	delta	minmax
19382	chr4	85760000	85800000	-0.381663859613305	-0.00408456315691774	-1
19399	chr4	86440000	86480000	-0.699958070307142	0.354808674516143	-1
19419	chr4	87240000	87280000	-0.483864283587143	0.0502709353951191	-1
19438	chr4	88000000	88040000	-0.282567735877306	0.216653345441748	-1
19451	chr4	88520000	88560000	-0.390338946283136	-0.204782996821412	-1
19466	chr4	89120000	89160000	-0.745598912324662	-0.095006255286024	-1
19473	chr4	89400000	89440000	-0.548733777271495	-0.111410429432434	-1
19486	chr4	89920000	89960000	-0.848375261377434	-0.307143168909481	-1
19495	chr4	90280000	90320000	-1.20516683367993	-0.195793445829929	-1
19517	chr4	91160000	91200000	-0.638764573950814	0.0690075186106506	-1
19546	chr4	92320000	92360000	-0.784881362521456	-0.0832567444529336	-1
19569	chr4	93240000	93280000	-0.559715048330418	0.0313498237257086	-1
19582	chr4	93760000	93800000	-0.636283888130325	0.0282694909730187	-1
19594	chr4	94240000	94280000	-1.59543468961988	-0.230643765457722	-1
19616	chr4	95120000	95160000	-1.14138622087869	-0.259854370632956	-1
19626	chr4	95520000	95560000	-0.47074314036447	0.0728662956423713	-1
19647	chr4	96360000	96400000	-0.810735022720001	-0.0449486399174344	-1
19665	chr4	97080000	97120000	-0.56879481213364	-0.0051747684463314	-1
19689	chr4	98040000	98080000	-1.32234338813011	-0.0274022421476595	-1
19711	chr4	98920000	98960000	-0.110132752135582	0.00556744028529917	-1
19715	chr4	99080000	99120000	-0.197499076827774	0.0405979767998793	-1
19726	chr4	99520000	99560000	-0.440848711714435	-0.0120463066772503	-1
19736	chr4	99920000	99960000	-1.0360908418701	-0.0922481270931019	-1
19757	chr4	100760000	100800000	-0.728669123842789	-0.193470530671834	-1
19782	chr4	101760000	101800000	-0.482936759026648	0.0323736255627612	-1
19796	chr4	102320000	102360000	-0.97921592316159	0.0281881035696377	-1
19816	chr4	103120000	103160000	-1.53959167122859	-0.0726076616062855	-1
19837	chr4	103960000	104000000	-1.15507648570404	0.028692039979408	-1
19859	chr4	104840000	104880000	-0.81141450421916	-0.0438797070005185	-1
19874	chr4	105440000	105480000	-0.587176819893214	0.121722007740374	-1
19880	chr4	105680000	105720000	-0.668710001261322	-0.13159640890614	-1
19893	chr4	106200000	106240000	-1.1799736640426	-0.113449569625082	-1
19912	chr4	106960000	107000000	-0.653970701129695	0.132342509201042	-1
19931	chr4	107720000	107760000	-0.720815416641374	0.212778907996307	-1
19938	chr4	108000000	108040000	-0.591846459630763	0.487014326674737	-1
19955	chr4	108680000	108720000	-0.566221251413328	0.103509070769949	-1
19972	chr4	109360000	109400000	-0.635864192227957	0.0204622498275404	-1
19987	chr4	109960000	110000000	-0.255264936684896	0.150111910808553	-1
20003	chr4	110600000	110640000	-0.659349138257782	0.301825323003495	-1
20020	chr4	111280000	111320000	-0.124428354143594	0.0179802906477021	-1
20039	chr4	112040000	112080000	-0.768084166789078	0.2697455271139	-1
20069	chr4	113240000	113280000	-1.21317121021053	0.0209309765047306	-1
20090	chr4	114080000	114120000	-0.670784214665891	-0.148292600197074	-1
20097	chr4	114360000	114400000	-0.726354074001132	-0.00708586856861906	-1
20106	chr4	114720000	114760000	-0.647760272902653	-0.12619886353707	-1
20134	chr4	115840000	115880000	-0.649737573584166	-0.0620656974920431	-1
20165	chr4	117080000	117120000	-0.609369410281183	0.150292853781525	-1
20177	chr4	117560000	117600000	-0.236139419107013	0.0737400155373776	-1
20194	chr4	118240000	118280000	-1.14491521086329	-0.354331292978864	-1
20212	chr4	118960000	119000000	-0.39223247448736	0.037551688759469	-1
20220	chr4	119280000	119320000	-0.532188718220591	-0.137209280945189	-1
20240	chr4	120080000	120120000	-0.992019663591599	-0.036070363176399	-1
20267	chr4	121160000	121200000	-0.625017793143221	0.0671314962025362	-1
20283	chr4	121800000	121840000	-0.765308302483559	-0.0577138162038102	-1
20302	chr4	122560000	122600000	-0.829185019077652	-0.180731242119543	-1
20314	chr4	123040000	123080000	-0.925857273973441	0.134786595585406	-1
20330	chr4	123680000	123720000	-0.231038389708147	0.0204844188156252	-1
20346	chr4	124320000	124360000	-1.17296082832903	0.293740934844407	-1
20370	chr4	125280000	125320000	-1.89393204080673	0.0891183009445426	-1
20402	chr4	126560000	126600000	-0.635786392435067	0.0896303152070882	-1
20432	chr4	127760000	127800000	-1.18839423862455	0.0667719502387997	-1
20471	chr4	129320000	129360000	-0.836706338218264	0.184726534029208	-1
20485	chr4	129880000	129920000	-0.427992779811132	-0.0532667036683845	-1
20509	chr4	130840000	130880000	-0.918161803908668	0.0564526150730625	-1
20514	chr4	131040000	131080000	-0.822406652948356	-0.0118616443307099	-1
20531	chr4	131720000	131760000	-0.342159408707964	-0.0288687751376117	-1
20561	chr4	132920000	132960000	-0.669299677721864	-0.0806828619428679	-1
20611	chr4	134920000	134960000	-1.27612708961698	0.134393868197704	-1
20631	chr4	135720000	135760000	-0.765447211663522	0.0984403588571854	-1
20660	chr4	136880000	136920000	-1.27086896467612	-0.168851339072464	-1
20683	chr4	137800000	137840000	-0.712510361064005	0.0587816962985287	-1
20705	chr4	138680000	138720000	-0.347473300570908	0.0272397521748659	-1
20711	chr4	138920000	138960000	-0.969071253422022	-0.284952453031027	-1
20727	chr4	139560000	139600000	-0.540477485814032	0.0746029403903613	-1
20746	chr4	140320000	140360000	-0.264484985173126	-0.205281014152762	-1
20752	chr4	140560000	140600000	-0.235060118034568	0.105578906640741	-1
20767	chr4	141160000	141200000	-0.894428751463729	-0.12420343346437	-1
20790	chr4	142080000	142120000	-0.844001917377852	0.0414874902142408	-1
20809	chr4	142840000	142880000	-1.27188097408	-0.23751663739272	-1
20827	chr4	143560000	143600000	-0.808608793919395	0.172087883721653	-1
20841	chr4	144120000	144160000	-0.823723012683833	0.0637524785386535	-1
20866	chr4	145120000	145160000	-1.10611933689915	0.250903572535087	-1
20878	chr4	145600000	145640000	-0.0779248163236912	-0.128942831187875	-1
20894	chr4	146240000	146280000	-0.313944536372676	0.235809484376574	-1
20915	chr4	147080000	147120000	-0.830136196968699	0.297591808235467	-1
20929	chr4	147640000	147680000	-0.539733168137849	-0.0215021205830583	-1
20935	chr4	147880000	147920000	-0.810619352107906	-0.213869742291184	-1
20971	chr4	149320000	149360000	-0.861827008002122	0.312747217211732	-1
20986	chr4	149920000	149960000	-0.909714421993233	-0.286639003801031	-1
20994	chr4	150240000	150280000	-1.05967183338154	0.101413342533522	-1
21015	chr4	151080000	151120000	-1.32000415695558	0.645983037901266	-1
21029	chr4	151640000	151680000	-0.148444368935507	-0.0861168710575888	-1
21048	chr4	152400000	152440000	-0.591197271112026	0.0974000652221363	-1
21057	chr4	152760000	152800000	-0.367911255943577	0.0779902692235266	-1
21066	chr4	153120000	153160000	0.0522217300847739	0.0166443865379165	-1
21082	chr4	153760000	153800000	-1.02409286267916	0.428944951961245	-1
21101	chr4	154520000	154560000	-0.727012623774345	-0.0239722478266811	-1
21108	chr4	154800000	154840000	-0.631583441765311	-0.0565187349045823	-1
21122	chr4	155360000	155400000	-0.424744325770263	-0.187355338003624	-1
21139	chr4	156040000	156080000	-0.885081886093798	0.0229557342074053	-1
21148	chr4	156400000	156440000	-0.745668174741881	0.165873301534135	-1
21168	chr4	157200000	157240000	-1.70937119442293	0.277590993091397	-1
21192	chr4	158160000	158200000	-1.2958170640638	-0.128730871517853	-1
21204	chr4	158640000	158680000	-1.14341202926235	-0.0679413978694917	-1
21224	chr4	159440000	159480000	-1.21282258000347	0.0193282706712531	-1
21243	chr4	160200000	160240000	-0.121941336535538	0.0126242512740019	-1
21254	chr4	160640000	160680000	-0.449315913041499	-0.0226773320385708	-1
21270	chr4	161280000	161320000	-0.747926691384307	0.126518728807934	-1
21298	chr4	162400000	162440000	-0.489077679571294	0.0649900781000717	-1
21314	chr4	163040000	163080000	-0.485281120931475	0.0689959104959221	-1
21327	chr4	163560000	163600000	-0.824474129169961	-0.0830037849932795	-1
21346	chr4	164320000	164360000	0.145827144511464	-0.00802679555643723	-1
21356	chr4	164720000	164760000	-0.447416429025872	-0.103213294094089	-1
21365	chr4	165080000	165120000	-0.830042495333987	0.121779157319701	-1
21375	chr4	165480000	165520000	-0.567281134032965	0.192993730135058	-1
21391	chr4	166120000	166160000	-0.772394147885001	-0.0592594062433135	-1
21412	chr4	166960000	167000000	-0.586989295569976	-0.0188984879496869	-1
21420	chr4	167280000	167320000	-0.46440312524727	-0.0712130432350435	-1
21442	chr4	168160000	168200000	-0.986852467653452	0.265536041474561	-1
21461	chr4	168920000	168960000	-0.0816265073939967	0.145861447746284	-1
21478	chr4	169600000	169640000	-1.15776694592346	-0.0471074233964424	-1
21490	chr4	170080000	170120000	-0.979979152449884	-0.153889232733876	-1
21511	chr4	170920000	170960000	-0.313835258562784	-0.112091106704509	-1
21518	chr4	171200000	171240000	-0.308421779559531	0.0639967077897744	-1
21531	chr4	171720000	171760000	-0.296210826498905	-0.0819293406913098	-1
21542	chr4	172160000	172200000	-0.3150487180055	0.131246314896926	-1
21559	chr4	172840000	172880000	-1.2162911773168	-0.241317253332485	-1
21575	chr4	173480000	173520000	-0.626208359548296	-0.111097362267178	-1
21592	chr4	174160000	174200000	-1.40813363570021	-0.211794967172008	-1
21605	chr4	174680000	174720000	-0.684675312448742	-0.041121245182773	-1
21627	chr4	175560000	175600000	-0.98289259565364	0.100877728889145	-1
21646	chr4	176320000	176360000	-1.20594446290519	0.0586758124584901	-1
21671	chr4	177320000	177360000	-0.58722946808229	0.0147717399274282	-1
21676	chr4	177520000	177560000	-0.586707276283477	0.020565678301359	-1
21703	chr4	178600000	178640000	-0.334530027690648	0.150394324628456	-1
21722	chr4	179360000	179400000	-0.0244287225744714	0.000668479504161025	-1
21745	chr4	180280000	180320000	-0.456709778646864	-0.0467338272923228	-1
21754	chr4	180640000	180680000	-0.449048575923407	0.0404979317221325	-1
21777	chr4	181560000	181600000	-0.0886795037115941	0.0878088210789692	-1
21798	chr4	182400000	182440000	0.0805054455704542	-0.0720995748070923	-1
21810	chr4	182880000	182920000	-0.469082783219273	0.217840317218894	-1
21823	chr4	183400000	183440000	-0.271180984916818	0.000696782267970542	-1
21831	chr4	183720000	183760000	-0.040544524558975	0.153918908213353	-1
21844	chr4	184240000	184280000	-0.150559567834814	0.241353531254628	-1
21851	chr4	184520000	184560000	0.34235992942707	-0.102049845292899	-1
21866	chr4	185120000	185160000	-0.333589179056736	-0.257199092375734	-1
21892	chr4	186160000	186200000	-0.637664594575476	-0.0297170857391913	-1
21902	chr4	186560000	186600000	-0.327155891469003	0.111429430302756	-1
21927	chr4	187560000	187600000	-0.0825198201502909	-0.0502021964320503	-1
21949	chr4	188440000	188480000	-0.0784552488665582	-0.0703633427958783	-1
21968	chr4	189200000	189240000	-0.289071965415411	-0.0562033355444586	-1
22017	chr5	920000	960000	0.547828552681313	0.227172700338926	-1
22019	chr5	1000000	1040000	0.868609069721346	0.404131558461279	-1
22037	chr5	1720000	1760000	0.165555655563124	-0.00506053251303201	-1
22045	chr5	2040000	2080000	0.179762489378058	-0.131339087979701	-1
22067	chr5	2920000	2960000	0.217227342132566	-0.00892333388052505	-1
22084	chr5	3600000	3640000	0.277490793313838	0.231887515530772	-1
22096	chr5	4080000	4120000	0.298166679797665	-0.0096499759329806	-1
22114	chr5	4800000	4840000	-0.0278182424156432	0.00595848341102405	-1
22132	chr5	5520000	5560000	-0.0841530475251887	0.219705086315875	-1
22152	chr5	6320000	6360000	0.00833513556100701	-0.0217092144156121	-1
22166	chr5	6880000	6920000	-0.371734404974263	0.100629562141539	-1
22190	chr5	7840000	7880000	-0.876487652003933	0.145342454289473	-1
22208	chr5	8560000	8600000	-0.323085425654526	-0.19465097023413	-1
22223	chr5	9160000	9200000	-0.0288212729623936	-0.202110279274589	-1
22233	chr5	9560000	9600000	-0.170817308487752	-0.0417429331835126	-1
22250	chr5	10240000	10280000	-1.1277515846575	0.364576483396561	-1
22263	chr5	10760000	10800000	-0.0944666749596681	0.0300345785651878	-1
22296	chr5	12080000	12120000	-0.849755895730579	-0.07672646742944	-1
22315	chr5	12840000	12880000	-0.303361120280764	0.0286874646104802	-1
22322	chr5	13120000	13160000	-0.362771196152352	-0.00376169902312438	-1
22343	chr5	13960000	14000000	-0.962345893740422	0.539670659297733	-1
22353	chr5	14360000	14400000	-0.00873244718661772	0.0321825126387415	-1
22361	chr5	14680000	14720000	-0.40922010531299	0.0526486076563101	-1
22370	chr5	15040000	15080000	-1.0734420182207	-0.296846017825884	-1
22404	chr5	16400000	16440000	-1.3125802585837	-0.0502228928250688	-1
22424	chr5	17200000	17240000	-0.462608288799239	-0.472502652579353	-1
22431	chr5	17480000	17520000	-0.479406652403109	0.0834280810013091	-1
22453	chr5	18360000	18400000	-1.65671188222241	0.167455953885061	-1
22484	chr5	19600000	19640000	-0.822696790890556	-0.215420559653659	-1
22516	chr5	20880000	20920000	-0.922160990675257	0.0396875920693146	-1
22539	chr5	21800000	21840000	-1.27382514447606	0.20062593468555	-1
22548	chr5	22160000	22200000	-0.490806652859978	0.0474204894457607	-1
22566	chr5	22880000	22920000	-0.500988584069801	-0.0174771768921329	-1
22573	chr5	23160000	23200000	-0.671517604996657	0.142029124287208	-1
22589	chr5	23800000	23840000	-0.898747039194636	0.0496299063017066	-1
22597	chr5	24120000	24160000	-0.840880660602925	-0.0748684006021189	-1
22608	chr5	24560000	24600000	-0.933844702776401	-0.0123054177050251	-1
22620	chr5	25040000	25080000	-0.755834355910739	0.0641158155163211	-1
22637	chr5	25720000	25760000	-0.658085088992218	0.00825873892075971	-1
22665	chr5	26840000	26880000	-1.02291747299347	-0.0415346894496789	-1
22685	chr5	27640000	27680000	-0.755628999589458	-0.076428221668684	-1
22694	chr5	28000000	28040000	-0.750559452399771	0.0108223936852313	-1
22701	chr5	28280000	28320000	-0.686366154343396	0.163346654471532	-1
22716	chr5	28880000	28920000	-1.2049311181822	0.075675196655259	-1
22742	chr5	29920000	29960000	-0.890535495097953	-0.0623766250605054	-1
22754	chr5	30400000	30440000	-0.525988872438373	0.0238377827916447	-1
22778	chr5	31360000	31400000	-0.925924840279601	0.0169760236230084	-1
22796	chr5	32080000	32120000	0.176615356861809	-0.226769805442675	-1
22809	chr5	32600000	32640000	-0.360580474881046	-0.0617197035375098	-1
22829	chr5	33400000	33440000	-0.987886554556766	-0.293831262420142	-1
22848	chr5	34160000	34200000	-0.861703415586085	0.205871011933526	-1
22850	chr5	34240000	34280000	-0.462650498442012	0.52380146695548	-1
22869	chr5	35000000	35040000	-0.872196873377298	0.108364030001448	-1
22895	chr5	36040000	36080000	-0.878049974754829	-0.0333822748764368	-1
22919	chr5	37000000	37040000	-0.633474318723596	-0.0774171041795429	-1
22928	chr5	37360000	37400000	-0.727737703175936	0.123951194853177	-1
22953	chr5	38360000	38400000	-0.172692376102259	-0.0306053167875926	-1
22967	chr5	38920000	38960000	-0.722343556488169	-0.180831219664958	-1
22978	chr5	39360000	39400000	-0.649945865834103	0.0862879589429686	-1
22983	chr5	39560000	39600000	-0.828860231190509	-0.0220448536756597	-1
23001	chr5	40280000	40320000	0.105831468674088	-0.031219077871955	-1
23015	chr5	40840000	40880000	-1.14850861081292	-0.128336044686317	-1
23036	chr5	41680000	41720000	-0.637729324887462	-0.0908726467046322	-1
23066	chr5	42880000	42920000	-0.850573654632495	0.238620417987944	-1
23085	chr5	43640000	43680000	-1.54674067430761	-0.162565083557436	-1
23114	chr5	44800000	44840000	-0.991065702737569	-0.098711041998235	-1
23138	chr5	45760000	45800000	-0.676488904989721	-0.00709073189052056	-1
23266	chr5	50880000	50920000	-1.17136083568708	0.126238862594425	-1
23294	chr5	52000000	52040000	-0.832447150846314	-6.79324506952239e-05	-1
23311	chr5	52680000	52720000	-1.30290005374223	-0.0980182106621746	-1
23349	chr5	54200000	54240000	-0.441169547353037	-0.0372499131483862	-1
23373	chr5	55160000	55200000	-0.754360019126292	-0.112064681728906	-1
23386	chr5	55680000	55720000	-0.259180874386126	-0.0665171354740515	-1
23391	chr5	55880000	55920000	-0.238012906751167	-0.0220389381298684	-1
23399	chr5	56200000	56240000	-0.205233955231617	0.0436598798709049	-1
23416	chr5	56880000	56920000	-0.30257792384516	0.00412927324274448	-1
23425	chr5	57240000	57280000	-0.511905146435553	-0.0036146137245654	-1
23438	chr5	57760000	57800000	-0.0298614646168758	-0.0505449005259132	-1
23455	chr5	58440000	58480000	-1.40024615829246	-0.639619205971636	-1
23465	chr5	58840000	58880000	-1.04521880395618	-0.00950617279802879	-1
23489	chr5	59800000	59840000	-1.39642510875885	0.30329968548066	-1
23511	chr5	60680000	60720000	-0.718954325480463	0.0550347058360059	-1
23517	chr5	60920000	60960000	-0.944298810030838	-0.00927234695063045	-1
23535	chr5	61640000	61680000	-0.196274210850496	-0.231993958887604	-1
23549	chr5	62200000	62240000	-0.799512789580415	-0.0467011354228552	-1
23554	chr5	62400000	62440000	-0.873485685625032	-0.0723072207403997	-1
23578	chr5	63360000	63400000	-0.0411040749483415	-0.0362917660406699	-1
23596	chr5	64080000	64120000	-0.309108237057121	0.0241415890671181	-1
23614	chr5	64800000	64840000	-0.681631754728013	0.179228445062717	-1
23633	chr5	65560000	65600000	-1.77963581208715	0.0641764311637697	-1
23649	chr5	66200000	66240000	-0.908477974286351	0.184087207567936	-1
23664	chr5	66800000	66840000	-0.704998767747082	-0.315656509903565	-1
23674	chr5	67200000	67240000	-0.934789091125472	0.182201871849439	-1
23700	chr5	68240000	68280000	-0.717434785417797	-0.0524783293379138	-1
23719	chr5	69000000	69040000	-0.966821267702555	-0.121596405712961	-1
23802	chr5	72320000	72360000	-0.440781489023368	0.203360590494597	-1
23808	chr5	72560000	72600000	-0.113014920821384	-0.0155981686474744	-1
23816	chr5	72880000	72920000	-0.562446154118324	0.0362838522396926	-1
23832	chr5	73520000	73560000	-0.34780584910394	0.0350970490109	-1
23840	chr5	73840000	73880000	-0.302440778483984	0.0354392581534487	-1
23860	chr5	74640000	74680000	-0.858339994026115	-0.443335296194761	-1
23877	chr5	75320000	75360000	-0.491255531493755	-0.0390438535127852	-1
23886	chr5	75680000	75720000	-1.22497339025621	-0.102603299675966	-1
23902	chr5	76320000	76360000	0.00426535588809493	0.130504795090663	-1
23909	chr5	76600000	76640000	-0.0181565728829555	0.0129116505321995	-1
23921	chr5	77080000	77120000	-0.280953306139	0.12567315792776	-1
23931	chr5	77480000	77520000	-0.404485240469521	-0.0843888463460703	-1
23950	chr5	78240000	78280000	-0.953722089051457	0.207959947490022	-1
23969	chr5	79000000	79040000	-0.201647444209421	-0.0160904699943716	-1
23981	chr5	79480000	79520000	-0.0640180451204886	-0.0481382373858689	-1
24006	chr5	80480000	80520000	-0.367299503294655	0.117029518693821	-1
24025	chr5	81240000	81280000	-1.00226355618837	-0.212074946471633	-1
24051	chr5	82280000	82320000	-1.72772394956847	0.299530551067155	-1
24084	chr5	83600000	83640000	-1.59059742222419	0.00382352381058659	-1
24104	chr5	84400000	84440000	-0.454664944978472	0.0865629499625254	-1
24124	chr5	85200000	85240000	-0.512924671864443	0.010951368188061	-1
24146	chr5	86080000	86120000	-0.27507811694125	-0.0390507227598856	-1
24167	chr5	86920000	86960000	-1.3226314604685	0.0137420630414623	-1
24179	chr5	87400000	87440000	-1.39368057464621	-0.54610941343432	-1
24211	chr5	88680000	88720000	-1.18517710133646	-0.0605948076775513	-1
24235	chr5	89640000	89680000	-0.25644872301746	-0.0611851822655563	-1
24254	chr5	90400000	90440000	-0.693831684284008	0.00926869855505578	-1
24263	chr5	90760000	90800000	-0.974295487457888	0.106181232188419	-1
24280	chr5	91440000	91480000	-1.29108757417461	-0.647952878320576	-1
24301	chr5	92280000	92320000	-0.339941791152004	-0.0146834951941156	-1
24315	chr5	92840000	92880000	-0.751489152917586	-0.015288444811698	-1
24333	chr5	93560000	93600000	-0.406831763975536	-0.0385870973016666	-1
24341	chr5	93880000	93920000	-0.730984970162964	-0.0119238352674924	-1
24364	chr5	94800000	94840000	-0.85491359464257	-0.100383298195784	-1
24383	chr5	95560000	95600000	-1.79129021610023	0.457329067595612	-1
24413	chr5	96760000	96800000	-0.411510718136431	-0.0213051788155004	-1
24424	chr5	97200000	97240000	-1.88635540245704	0.18814860040441	-1
24465	chr5	98840000	98880000	-0.82806621973615	0.0234535012010514	-1
24470	chr5	99040000	99080000	-1.1608312644928	-0.138279014636184	-1
24485	chr5	99640000	99680000	-0.1261244848276	-0.0313364639875567	-1
24504	chr5	100400000	100440000	-1.5080987589299	-0.0241019614905547	-1
24516	chr5	100880000	100920000	-0.399222084924895	-0.00352262269037531	-1
24529	chr5	101400000	101440000	-0.412139098212905	0.0901288920282283	-1
24538	chr5	101760000	101800000	-0.402290793939754	0.0247984288767341	-1
24556	chr5	102480000	102520000	-1.42297432070193	0.0624121022353519	-1
24574	chr5	103200000	103240000	-0.93762129803333	0.0842093430311881	-1
24582	chr5	103520000	103560000	-0.98348801288175	0.143351834723143	-1
24604	chr5	104400000	104440000	-0.917946301292676	-0.0068146298287191	-1
24638	chr5	105760000	105800000	-0.735067703988927	-0.0975534071654689	-1
24648	chr5	106160000	106200000	-1.16078138069373	0.0828605023021248	-1
24665	chr5	106840000	106880000	-1.04849376608164	0.052138048658904	-1
24685	chr5	107640000	107680000	-0.957413943703112	-0.396902899959926	-1
24704	chr5	108400000	108440000	-1.65475811801404	-0.0497039520207596	-1
24730	chr5	109440000	109480000	-0.569545119480889	-0.155573381091556	-1
24761	chr5	110680000	110720000	-0.929827695470488	0.124031219188111	-1
24781	chr5	111480000	111520000	-1.08449103527802	0.367621405068793	-1
24798	chr5	112160000	112200000	-0.689326032511162	-0.157075860888172	-1
24807	chr5	112520000	112560000	-0.473320145021611	0.122239924425224	-1
24816	chr5	112880000	112920000	-0.542013635255497	0.111325724936016	-1
24834	chr5	113600000	113640000	-1.39520838062408	-0.0891537028091522	-1
24855	chr5	114440000	114480000	-0.105053515731035	-0.0113819960160544	-1
24871	chr5	115080000	115120000	-1.14262498206649	-0.182838385991865	-1
24884	chr5	115600000	115640000	-0.593539634017582	-0.146998980276672	-1
24896	chr5	116080000	116120000	-0.671188449041731	-0.0646816024720059	-1
24924	chr5	117200000	117240000	-0.531500083466751	-0.00134018340885633	-1
24943	chr5	117960000	118000000	0.0932889995625839	-0.0151473441346554	-1
24968	chr5	118960000	119000000	-1.55672453824159	0.303403015569468	-1
24982	chr5	119520000	119560000	-1.09900994658558	0.030850072527844	-1
24987	chr5	119720000	119760000	-1.14760475720766	-0.0656231598626321	-1
25013	chr5	120760000	120800000	-1.2452209611017	0.0488104438256319	-1
25043	chr5	121960000	122000000	-1.63356521560501	0.0946046814827891	-1
25055	chr5	122440000	122480000	-0.835449506366362	0.0358696914836306	-1
25085	chr5	123640000	123680000	-1.71439762281964	0.258763416160341	-1
25101	chr5	124280000	124320000	-0.216280849220444	0.00537418267317061	-1
25112	chr5	124720000	124760000	-0.404259230142242	0.0909939080203376	-1
25135	chr5	125640000	125680000	-0.557578170212418	-0.0276107624778997	-1
25149	chr5	126200000	126240000	-1.04114331614231	-0.0818676012738565	-1
25157	chr5	126520000	126560000	-0.877343451192529	-0.27760595557461	-1
25182	chr5	127520000	127560000	-1.4640548796119	0.0419584361838901	-1
25199	chr5	128200000	128240000	-0.632502971985279	-0.202644545371275	-1
25207	chr5	128520000	128560000	-0.624962078779694	0.0526114723575465	-1
25215	chr5	128840000	128880000	-0.825429154744175	-0.176543202633801	-1
25223	chr5	129160000	129200000	-0.947634532666905	-0.0418830487055742	-1
25240	chr5	129840000	129880000	-1.28200781876369	-0.0505057123880412	-1
25262	chr5	130720000	130760000	-0.657985934744145	-0.2437828866767	-1
25272	chr5	131120000	131160000	-1.26901877067126	-0.071072865360184	-1
25279	chr5	131400000	131440000	-1.19862385279667	-0.210779513214047	-1
25298	chr5	132160000	132200000	-0.662436314890986	0.0750975079027209	-1
25320	chr5	133040000	133080000	-0.975321479235393	0.147682410344802	-1
25343	chr5	133960000	134000000	-1.10780068184386	-0.0659000388761926	-1
25365	chr5	134840000	134880000	-0.353446022174358	0.0449615026813333	-1
25380	chr5	135440000	135480000	-0.988008993732359	0.371554806810725	-1
25390	chr5	135840000	135880000	-0.42080432306291	0.035257759232805	-1
25399	chr5	136200000	136240000	-1.0909334875411	-0.177155605324761	-1
25414	chr5	136800000	136840000	-0.457283122772399	-0.0653683989030762	-1
25437	chr5	137720000	137760000	-0.689221371941862	-0.000393586471441942	-1
25447	chr5	138120000	138160000	-0.901993870530093	0.0834232635485079	-1
25457	chr5	138520000	138560000	-0.839108580255057	0.283662273136812	-1
25478	chr5	139360000	139400000	-0.397928948034738	0.132953460315816	-1
25503	chr5	140360000	140400000	-0.425537549426721	0.045965482273996	-1
25512	chr5	140720000	140760000	-1.32005765208352	-0.156231121599008	-1
25533	chr5	141560000	141600000	-1.35393431334439	0.152417208384788	-1
25543	chr5	141960000	142000000	-0.235109329328044	-0.014471316980798	-1
25561	chr5	142680000	142720000	-0.456472387904219	0.200025627172898	-1
25566	chr5	142880000	142920000	-0.512137963030622	-0.268686454613015	-1
25598	chr5	144160000	144200000	-1.92988044178349	-0.105059019050032	-1
25624	chr5	145200000	145240000	-0.644097451377591	-0.0275613058401242	-1
25636	chr5	145680000	145720000	-0.681806483048015	-0.0116108739553865	-1
25655	chr5	146440000	146480000	-1.47248160957391	-0.213469778569206	-1
25689	chr5	147800000	147840000	-1.28359586868295	-0.104868167959802	-1
25697	chr5	148120000	148160000	-0.897509829525556	-0.0553214666862606	-1
25703	chr5	148360000	148400000	-0.967660970978415	-0.00594177640583224	-1
25725	chr5	149240000	149280000	-0.275847573474636	-0.0729140044886296	-1
25734	chr5	149600000	149640000	-0.162086297746822	0.290210485949385	-1
25755	chr5	150440000	150480000	-0.456591649381455	-0.033969787512797	-1
25763	chr5	150760000	150800000	-0.425935166740828	-0.00797041773880087	-1
25777	chr5	151320000	151360000	-0.454202987262449	0.0354180860279771	-1
25789	chr5	151800000	151840000	-0.919058619608176	0.191672823285513	-1
25807	chr5	152520000	152560000	-0.899063183072045	0.180722047839305	-1
25826	chr5	153280000	153320000	-0.347131169835266	-0.00194666383201482	-1
25842	chr5	153920000	153960000	-0.957658290739418	-0.165985590564921	-1
25855	chr5	154440000	154480000	-0.0386529116496618	0.0313443397084976	-1
25868	chr5	154960000	155000000	-1.17823568171571	-0.250393214902158	-1
25887	chr5	155720000	155760000	-0.392515759176535	0.0290205843268579	-1
25892	chr5	155920000	155960000	-0.342989611520974	0.0324296601340512	-1
25922	chr5	157120000	157160000	-1.21083934645101	-0.052887141767452	-1
25945	chr5	158040000	158080000	-0.995368878669751	0.22244188200329	-1
25972	chr5	159120000	159160000	-1.84744827893648	-0.032332888105536	-1
25994	chr5	160000000	160040000	-0.650078336850831	-0.446436151522916	-1
26004	chr5	160400000	160440000	-1.39543794333157	-0.165601205146795	-1
26030	chr5	161440000	161480000	-0.462325959431811	-0.0123676792404516	-1
26047	chr5	162120000	162160000	-0.426143530036917	0.00141845502168975	-1
26059	chr5	162600000	162640000	-0.40872673061683	-0.0012281044547458	-1
26080	chr5	163440000	163480000	-1.99416314290925	0.0133294664539783	-1
26110	chr5	164640000	164680000	-1.10696907948641	0.0747597091814313	-1
26132	chr5	165520000	165560000	-0.97958279115846	0.0223908087823922	-1
26148	chr5	166160000	166200000	-0.523579854185119	-0.0283415719396029	-1
26170	chr5	167040000	167080000	-0.754922782054758	-0.056091910724309	-1
26182	chr5	167520000	167560000	-0.416185279713644	0.0696257019120716	-1
26199	chr5	168200000	168240000	-0.875477080911771	0.0133790661703361	-1
26205	chr5	168440000	168480000	-0.322867493659219	-0.00644037321586091	-1
